,token,anchor_type,token_id,character_ids,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,eventclass_no_number,last_token_id
0,Diverse,0,1-1,0-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1,Extracten,0,1-2,8-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
2,uijt,0,1-3,18-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
3,het,0,1-4,23-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
4,couchims,0,1-5,27-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
5,dagregister,0,1-6,36-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
6,",",0,1-7,47-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
7,van,0,1-8,49-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
8,verscheijde,0,1-9,53-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
9,datums,0,1-10,65-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
10,concernerende,0,1-11,72-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
11,de,0,1-12,86-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
12,aankomste,isOfType,1-13,89-98,Arriving,None,"['1-22[108]', '1-25[109]']",None,None,None,None,None,None,['1-17[107]'],None,None,aankomste,['1-13'],Arriving,1-13
13,en,0,1-14,99-101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
14,het,0,1-15,102-105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
15,bedrijv,0,1-16,106-113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
16,alhier,0,1-17,114-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
17,ter,0,1-18,121-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
18,buijten,0,1-19,125-132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
19,rheede,0,1-20,133-139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
20,van,0,1-21,140-143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
21,drie,0,1-22,144-148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
22,portugesen,0,1-23,149-159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
23,en,0,1-24,160-162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
24,het,0,1-25,163-166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
25,scheepken,0,1-26,167-176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
26,van,0,1-27,177-180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
27,adersja,0,1-28,181-188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
28,moorsen,0,1-29,189-196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
29,regent,0,1-30,197-203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
30,tot,0,1-31,204-207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
31,cannanoor,0,1-32,208-217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
32,den,0,2-1,218-221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
33,9„e,0,2-2,222-225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
34,feb,0,2-3,226-229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
35,=,0,2-4,229-230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
36,r,0,2-5,230-231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
37,Vrijdag,0,2-6,232-239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
38,s,0,2-7,240-241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
39,namiddags,0,2-8,242-251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
40,",",0,2-9,251-252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
41,wierd,0,2-10,253-258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
42,door,0,2-11,259-263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
43,den,0,2-12,264-267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
44,vlagge,0,2-13,268-274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
45,wagter,0,2-14,275-281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
46,gerapporteerd,0,2-15,282-295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
47,",",0,2-16,295-296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
48,dat,0,2-17,297-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
49,',0,2-18,301-302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
50,er,0,2-19,302-304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
51,twee,0,2-20,305-309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
52,scheepen,0,2-21,310-318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
53,",",0,2-22,318-319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
54,en,0,2-23,320-322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
55,drie,0,2-24,323-327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
56,kleender,0,2-25,328-336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
57,rha-zeijlen,0,2-26,337-348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
58,om,0,2-27,349-351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
59,de,0,2-28,352-354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
60,noord,0,2-29,355-360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
61,in't,0,2-30,361-365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
62,geligt,0,2-31,366-372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
63,waaren,0,2-32,373-379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
64,",",0,2-33,379-380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
